Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long
309685,16/10/2020 22:51,345389000000000.0,fraud_Larson-Moen,entertainment,116.61,Justin,Fowler,M,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,19/05/1984,eb503a7550fbb3c3d66a6eb396311083,1381963864,33.183672,-88.765381
255279,22/09/2020 14:28,372509000000000.0,fraud_Adams-Barrows,health_fitness,29.56,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,18/06/1985,8da8f6da27c22c1a024e771ce0dd4b90,1379860100,42.321941,-82.607292
434184,05/12/2020 13:57,3525590000000000.0,fraud_Goldner-Lemke,entertainment,45.37,Scott,Fuller,M,861 Karen Common,Haw River,NC,27258,36.0424,-79.3242,6006,Paramedic,20/07/1984,d8f5598ced6e0fae54b7e35c104db286,1386251865,35.398892,-79.275683
182310,24/08/2020 10:03,4.39097e+18,"fraud_Towne, Greenholt and Koepp",shopping_net,487.01,Kyle,Simmons,M,8149 Harris Divide,Oklahoma City,OK,73134,35.6174,-97.5583,640470,Advertising copywriter,24/06/1966,bb2e3cb55b0f09bd52e49c41dd5f3149,1377338593,35.057464,-97.10559
226808,10/09/2020 12:35,376028000000000.0,"fraud_Langosh, Wintheiser and Hyatt",food_dining,54.0,Aaron,Murray,M,624 Hale Springs Apt. 572,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,23/12/1974,4167fb68d10a79b6f7e49c2a91a6b678,1378816501,39.967499,-94.243552
512384,22/12/2020 03:21,4048510000000000.0,"fraud_Streich, Hansen and Veum",gas_transport,78.28,Cheryl,Melton,F,5053 Bell Crescent Apt. 255,Fullerton,NE,68638,41.366,-98.0054,1749,"Surveyor, mining",07/05/1973,bdcb17a0d215ef6582c9cd14f59fa0ae,1387682478,40.426602,-98.581216
541734,28/12/2020 19:30,213157000000000.0,fraud_Mohr-Bayer,shopping_net,1.85,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,30/07/1982,728462c4aade3f6e372823bab72eaf00,1388259012,34.589111,-117.320446
331622,26/10/2020 12:32,371226000000000.0,fraud_Hilpert-Conroy,kids_pets,31.73,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,24/12/1974,508fa66869b93d48c28726650a7ae1f5,1382790756,37.944794,-89.995191
50283,08/07/2020 03:08,4900630000000.0,fraud_Bednar Group,misc_net,80.42,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,22/09/1973,94f5684f63d28126517354e43af17493,1373252903,33.863013,-117.562146
433101,05/12/2020 06:23,375975000000000.0,fraud_Corwin-Collins,gas_transport,63.0,Roberta,Mccarthy,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,41.6611,-73.0449,2376,Herpetologist,06/04/1973,d19793e28ab88099fafc65533fcd8c74,1386224620,41.827713,-74.032362
77870,18/07/2020 18:19,348790000000000.0,"fraud_Pouros, Walker and Spencer",kids_pets,28.65,Megan,Murphy,F,53696 Laura Radial,Holstein,NE,68950,40.4542,-98.6538,331,Telecommunications researcher,19/08/1950,54471d8ed14feb880eda36c4264c3740,1374171586,41.355398,-99.311175
88310,21/07/2020 15:39,213113000000000.0,"fraud_Romaguera, Wehner and Tromp",kids_pets,113.33,Melanie,Jimenez,F,77944 Daniels Valley Suite 921,Camden,NY,13316,43.3392,-75.7543,6460,Building control surveyor,27/09/1959,7b0e168ef75f6003f56a50f6f1ec0881,1374421156,43.270538,-75.306184
134664,07/08/2020 14:29,502013000000.0,"fraud_Pouros, Walker and Spencer",kids_pets,3.94,Sherry,Martinez,F,144 Yu Locks Apt. 754,Garrattsville,NY,13342,42.6315,-75.1866,165,Naval architect,20/09/1945,804a8e274a0f37f0f57e1bf5e4b59bea,1375885770,42.24842,-75.228238
136143,08/08/2020 03:54,4170690000000000.0,fraud_Smitham-Boehm,grocery_net,22.5,Samuel,Frey,M,830 Myers Plaza Apt. 384,Edmond,OK,73034,35.6665,-97.4798,116001,Media buyer,10/05/1993,cbf871614b299163171ce5491c4f8e56,1375934073,36.404988,-96.838398
366189,10/11/2020 06:30,3598220000000000.0,"fraud_Bernier, Volkman and Hoeger",misc_net,226.06,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",21/10/1970,bd6f876411b4b7ddb86e9957e7a54299,1384065057,40.454484,-74.276558
212654,04/09/2020 13:44,3586010000000000.0,fraud_Kozey-Kuhlman,personal_care,92.17,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,29/02/1984,802121f7f1212324923357f605e1a7d2,1378302259,47.852845,-122.916819
494189,18/12/2020 13:48,3566090000000000.0,fraud_Botsford Ltd,shopping_pos,2.81,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,25/04/1971,44fc08cb9cd5bc40adf52d67b83b0c93,1387374491,34.905083,-119.247397
354439,05/11/2020 07:01,3538520000000000.0,"fraud_Hayes, Marquardt and Dibbert",misc_net,1238.92,Cassandra,Nunez,F,9572 Austin Forge Suite 612,Clay Center,OH,43408,41.5686,-83.3632,269,Insurance underwriter,15/09/1965,c2dd2a35bcfaceab5d403ab941727bc2,1383634885,42.287908,-84.245067
152728,13/08/2020 17:00,3596220000000000.0,fraud_Rempel Inc,shopping_net,7.14,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,25/03/1988,4fac2924c987da35431b6838c825925c,1376413212,40.906123,-91.881678
508119,21/12/2020 13:07,4471570000000.0,"fraud_Conroy, Balistreri and Gorczany",health_fitness,13.66,Dakota,Maldonado,M,369 Cochran Radial,Pelham,NC,27311,36.4899,-79.4736,3402,Insurance underwriter,24/10/1927,cae8911c5bdb32b727af85bfc6466531,1387631257,37.330771,-78.68713
44729,06/07/2020 16:59,30118400000000.0,"fraud_Towne, Greenholt and Koepp",shopping_net,409.23,Jared,Velazquez,M,01479 Murray Circle,Matawan,NJ,7747,40.4109,-74.238,30770,Drilling engineer,29/04/1993,3cf724a38e5400c6e60ae6763d14290b,1373129977,39.689369,-75.043057
167817,18/08/2020 18:06,3561960000000000.0,fraud_Altenwerth-Kilback,home,82.22,Michael,Lee,M,7915 Dawn Roads Apt. 544,Shelter Island,NY,11964,41.064,-72.3366,1858,Clinical biochemist,03/03/1984,103f7bbab12b372ae07b5783cf423dfb,1376849201,41.451441,-71.538928
222786,08/09/2020 12:06,38947700000000.0,"fraud_Welch, Rath and Koepp",entertainment,48.82,Lori,Rodriguez,F,12087 Michael Light,Creola,OH,45622,39.3543,-82.503,321,"Copywriter, advertising",24/06/1979,766c3890891b9b5ac57652bd76c3fe34,1378642005,38.545671,-82.823046
472243,13/12/2020 19:36,4451440000000000.0,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,224.85,Cheryl,Morgan,F,7535 Amanda Manors Suite 293,Norman,AR,71960,34.4596,-93.6743,1383,Manufacturing engineer,11/09/1999,c459b5ab93f552419c91b29fc9fff959,1386963396,33.668478,-93.819624
162141,17/08/2020 07:40,4613310000000.0,"fraud_Towne, Greenholt and Koepp",shopping_net,91.43,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,15/09/1988,2e794e6b44e80fe19e61230ac68a74e7,1376725255,35.072145,-81.646382
404961,27/11/2020 21:52,4.75604e+18,fraud_Kirlin and Sons,personal_care,33.33,Francisco,Hernandez,M,980 Smith Gardens,Gainesville,TX,76240,33.6547,-97.1583,26120,"Engineer, manufacturing",06/01/1954,c11bc0e689d536f2c7b2684b258849f3,1385589155,33.680844,-98.094547
60010,12/07/2020 10:47,630469000000.0,fraud_Kuhn LLC,shopping_pos,4.5,Meredith,Ayala,F,7107 Henderson Station,Cascade Locks,OR,97014,45.671,-121.8686,1288,Barrister,01/05/1936,22dfa7036ce4bdf76b67f08f1b67f871,1373626053,46.551821,-121.26397
205782,01/09/2020 08:42,36153900000000.0,"fraud_Little, Gutmann and Lynch",shopping_net,23.84,Erik,Stevens,M,84033 Pitts Overpass,Lakeland,FL,33809,28.1762,-81.9591,237282,Plant breeder/geneticist,13/10/1949,05bea42e8a981cfd1b470cde0da3ebfe,1378024930,29.098379,-82.53496
156188,15/08/2020 07:13,4990490000000.0,"fraud_Robel, Cummerata and Prosacco",gas_transport,72.49,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,13/12/1960,b16e4c0cf644278b41803731a35e7e4f,1376550836,40.676,-77.98675
109077,28/07/2020 20:32,3566090000000000.0,fraud_Lesch Ltd,shopping_pos,8.73,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,25/04/1971,749ef4b94f7a020b1013ceb509320d73,1375043558,34.609602,-119.443773
263645,26/09/2020 23:19,30290600000000.0,"fraud_Wuckert, Wintheiser and Friesen",home,35.45,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,03/09/1961,e29e878b47000630362be0d53479f185,1380237555,36.735399,-88.724759
90009,22/07/2020 00:42,3577600000000000.0,fraud_Dare-Marvin,entertainment,9.56,David,Rogers,M,265 Mullen Park Apt. 307,Summerfield,NC,27358,36.2245,-79.8901,14075,"Buyer, industrial",22/04/1929,4db327a1814d10b6743d5869e01ea6d0,1374453744,36.619953,-79.573514
59355,12/07/2020 04:52,6554250000000000.0,"fraud_Mosciski, Ziemann and Farrell",shopping_net,22.22,Monique,Robinson,F,07712 Marcus Divide Apt. 831,Laguna Hills,CA,92637,33.615,-117.7114,45303,Sales executive,22/12/1969,81b83e1a8d08af037fb68ba89470b26c,1373604779,33.286275,-118.22246
552203,30/12/2020 23:13,374930000000000.0,fraud_Conroy Ltd,shopping_pos,7.27,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,05/11/1971,d03905ed9330d4f6618bbbff33b33f59,1388445196,41.479637,-82.746911
248545,20/09/2020 08:00,3547570000000000.0,fraud_Kuhic Inc,grocery_pos,88.05,Jacob,Patel,M,54822 Hill Forks,Dieterich,IL,62424,39.0319,-88.4074,2092,"Psychologist, clinical",30/04/1962,1b5f7f499ccb15ba725039ab7bc5c036,1379664058,38.97225,-87.985708
545229,29/12/2020 10:21,630471000000.0,"fraud_Heathcote, Yost and Kertzmann",shopping_net,100.67,George,Floyd,M,22502 Baker Mount Suite 241,Hazel,KY,42049,36.5422,-88.3319,1480,"Designer, interior/spatial",14/09/1974,fd964150d5f1f16c9f9e693b7a3cff14,1388312505,35.5674,-89.301773
471442,13/12/2020 16:45,213112000000000.0,fraud_Lemke-Gutmann,shopping_net,6.54,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),03/06/1984,559528905774524020965e6edd6caf76,1386953111,34.354573,-81.937095
231961,13/09/2020 02:48,60495593109.0,"fraud_Bernhard, Grant and Langworth",shopping_pos,4.94,Randall,Dillon,M,4440 George Mills Suite 591,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,24/11/1942,21d35918f27ed73a521d34479537422c,1379040493,32.688738,-96.537617
312117,18/10/2020 05:33,4671730000000000.0,"fraud_Olson, Becker and Koch",gas_transport,73.48,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,25/07/1955,72b49107c5febd9fc98d9b3702cc3041,1382074384,41.136418,-86.552486
126335,04/08/2020 04:40,4266200000000000.0,fraud_Wolf Inc,grocery_pos,153.44,Joshua,Bryant,M,5452 Patricia Inlet Apt. 280,Nelson,NE,68961,40.201,-98.0684,732,Television/film/video producer,13/12/1956,bd6cb82e68e37725302fc76641d3eaab,1375591217,40.294288,-98.600505
363051,09/11/2020 08:38,30570200000000.0,fraud_Cummerata-Hilpert,entertainment,3.29,Vincent,Cain,M,64851 Cole Turnpike,Hartford,AL,36344,31.086,-85.7192,5732,Jewellery designer,07/12/1945,4b73ed4749ff740966ad9fd9f6a39bae,1383986308,30.853832,-86.080282
552416,31/12/2020 00:38,6526450000000000.0,fraud_Pagac LLC,shopping_pos,3.88,Nathan,Stewart,M,63502 Brown Road Apt. 318,West Long Branch,NJ,7764,40.2878,-74.0162,8097,Mechanical engineer,18/02/1964,e7c9caf10bcf44752bf1275cf8213663,1388450308,39.480926,-73.435254
399434,24/11/2020 18:54,343746000000000.0,fraud_Altenwerth-Kilback,home,3.62,Jeffrey,Munoz,M,836 Stephanie Union,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",11/10/1975,93daff8807a345eac2a9c8130841a836,1385319265,44.286036,-85.248122
175409,22/08/2020 00:06,30030400000000.0,"fraud_Schultz, Simonis and Little",grocery_pos,95.55,William,Jenkins,M,50614 Kevin Point,Harper,TX,78631,30.2816,-99.241,2395,"Pharmacist, community",17/11/1993,95d2f662c44803dbb86706bf5c55ae41,1377129979,30.776166,-98.25422
294226,10/10/2020 07:38,6011440000000000.0,"fraud_Rowe, Batz and Goodwin",grocery_pos,205.31,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,08/04/1993,a50962c149b87e98b9f6c6ef5456e846,1381390698,33.37641,-92.200182
126204,04/08/2020 03:36,4449530000000000.0,"fraud_Wiza, Schaden and Stark",misc_pos,8.81,Felicia,Mckee,F,84079 Thomas Burgs,Tomales,CA,94971,38.2427,-122.9145,337,Occupational psychologist,05/07/1954,acb67744dd07e70d4a6bd21c28df5bda,1375587374,38.905941,-122.093396
320737,21/10/2020 01:45,4.2554e+18,fraud_Metz-Boehm,shopping_pos,2.78,George,Smith,M,7377 Walton Extensions Apt. 979,Dallas,TX,75236,32.69,-96.9177,1263321,"Designer, interior/spatial",27/09/1952,c997de9582af44a24cb5051175a6f68b,1382319926,32.211832,-97.606999
62048,12/07/2020 23:13,4.58766e+18,fraud_Jakubowski Group,food_dining,6.12,Amber,Lewis,F,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",08/05/2004,38e70450231b13ab1d86ac8390fbf345,1373670833,41.360065,-88.116809
202040,31/08/2020 11:00,4822370000000000.0,fraud_Torp-Labadie,gas_transport,58.53,Christopher,Farrell,M,97070 Anderson Land,Haines City,FL,33844,28.0758,-81.5929,33804,Exercise physiologist,01/01/1991,8e8ecbb69872c87278e00e02bca633cd,1377946841,27.202177,-80.972344
419275,01/12/2020 14:14,4509140000000000.0,fraud_Gottlieb Group,kids_pets,112.43,Margaret,Williams,F,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",12/07/1926,a3af2567863514db32ddc04f62ba3119,1385907260,31.059851,-82.929037
135194,07/08/2020 19:00,346244000000000.0,fraud_Rau-Grant,kids_pets,214.5,Sean,Miller,M,6340 Jeffrey Dale,Thornville,OH,43076,39.8974,-82.4071,9051,Audiological scientist,08/01/1983,6d365c32b476d49eb13b568926b58703,1375902046,40.861255,-82.812673
177962,23/08/2020 02:57,6511350000000000.0,"fraud_Okuneva, Schneider and Rau",shopping_pos,5.85,Robert,Nguyen,M,74835 Garner Point,Ruth,NV,89319,39.3426,-114.8859,450,Interpreter,24/08/1946,9e7bfe21aeaa98e7f12fdfc5ef1dd3b2,1377226625,39.724737,-114.703971
378711,16/11/2020 04:39,3533800000000000.0,fraud_Pouros-Conroy,shopping_pos,10.12,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,68932,40.2967,-98.737,493,"Surveyor, minerals",13/09/1940,537df6c684e3e8ce15a5cd7a5cd16923,1384576799,41.073357,-98.187841
14082,26/06/2020 02:06,2224100000000000.0,fraud_Brown PLC,misc_net,1.06,Sheri,Thomas,F,019 Kimberly Light Apt. 039,Kings Bay,GA,31547,30.7906,-81.5607,1293,Naval architect,11/09/1963,1ca29595331323a8f5bed2a8999b5169,1372212382,30.65384,-81.836636
50429,08/07/2020 05:51,676174000000.0,fraud_Turner and Sons,shopping_pos,13.87,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",25/04/1961,d64e613fb55fe8df0412eedcddba46e0,1373262664,33.055963,-117.710823
262779,26/09/2020 14:24,4642260000000000.0,fraud_Watsica LLC,personal_care,62.68,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,8ab741ceb24767656c5c64f41acf7107,1380205453,39.698877,-110.239093
268205,28/09/2020 15:04,376445000000000.0,fraud_Monahan-Morar,personal_care,15.26,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,11/02/1982,fcf682c873eaecbc205dd34f340c998b,1380380651,41.475984,-101.750305
210536,03/09/2020 09:39,30267000000000.0,fraud_Goodwin-Nitzsche,grocery_pos,98.58,Sarah,Foster,F,77872 Andrea Glen Apt. 543,Ford,VA,23850,37.1349,-77.7364,1051,Chief Operating Officer,21/11/1976,0d4e9ca4ab7f2d1f68990f3c9990873f,1378201189,37.952784,-77.065597
500455,20/12/2020 03:23,5501080000000000.0,fraud_Will Ltd,food_dining,106.82,Wayne,Payne,M,587 Bradley Inlet Suite 281,Cuyahoga Falls,OH,44223,41.1464,-81.5107,47772,Equities trader,04/01/1966,cefeb9befd8d098839baf68be5ed474a,1387509830,41.450547,-80.97782
51098,08/07/2020 15:36,3598010000000000.0,fraud_Jast-McDermott,shopping_pos,19.46,Lisa,Clark,F,07943 Davis River,Grimesland,NC,27837,35.558,-77.2566,5903,Manufacturing systems engineer,07/10/1993,f9bdfafb321a6e42c706a9206c7c2700,1373297775,35.855445,-78.073197
151698,13/08/2020 04:58,2291160000000000.0,fraud_Howe Ltd,misc_pos,5.4,Jeff,Elliott,M,351 Darlene Green,Columbia,SC,29209,33.9659,-80.9355,333497,Mechanical engineer,19/03/1968,71f90bd398942bacfbb8a152c9bc637a,1376369897,34.930407,-80.78876
250754,21/09/2020 02:20,3506040000000000.0,fraud_Goodwin-Nitzsche,grocery_pos,131.19,Christine,Burns,F,343 Hannah Parkway,Comfort,WV,25049,38.1372,-81.5962,630,Fine artist,30/07/1959,e39797de5c244d07cc3491a06b988ccf,1379730011,37.794184,-81.335951
78317,18/07/2020 22:03,503874000000.0,fraud_Kozey-Kuhlman,personal_care,19.17,Andrew,Mcgee,M,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,28/12/1975,c0a03bc7ea488e4a6bc4f642e780dd84,1374185037,29.437877,-98.912648
76136,17/07/2020 23:00,370877000000000.0,fraud_Larkin Ltd,kids_pets,41.27,Sarah,Clark,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,06/03/1984,0c0a179b5896bc8bc81fa80e1c7f91bb,1374102027,36.741836,-81.344471
2022,21/06/2020 23:58,3577580000000000.0,fraud_Hirthe-Beier,health_fitness,118.65,Debbie,Hughes,F,0182 Owens Burgs Suite 480,Diamond,OH,44412,41.0935,-81.0425,2644,"Engineer, biomedical",25/08/1983,69a357d51e37f356f01e33a7c3c2a009,1371859098,40.749333,-81.865834
505472,21/12/2020 00:58,38199000000000.0,fraud_Bradtke PLC,grocery_pos,102.02,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196,-72.3001,477,Naval architect,15/04/1988,5b6ce83ada12fbe9dc4f697b001d9eb5,1387587528,43.448278,-72.587729
129436,04/08/2020 23:11,6538440000000000.0,fraud_Metz-Boehm,shopping_pos,109.54,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,22/09/1997,cf9a8800acb3a1b9d40500ef89f5ca9b,1375657897,41.756972,-81.027076
549246,29/12/2020 23:46,2720430000000000.0,fraud_Champlin-Casper,home,7.68,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",22/08/1997,55c95ad8a504ee1619a236397492d6b3,1388360767,44.841431,-70.605218
57970,11/07/2020 16:54,4.90663e+18,fraud_Windler LLC,kids_pets,61.44,Charles,Moreno,M,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,13/02/1987,cc3584fa77c45c534d1a8c16e6ea54b1,1373561685,23.808677,-81.220592
361032,08/11/2020 16:25,6011690000000000.0,fraud_Waters-Cruickshank,health_fitness,2.19,Victoria,Fleming,F,2807 Parker Station Suite 080,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",04/12/1995,152aa56ff235b744790249ebd3ec6f23,1383927914,46.013962,-92.57132
64770,13/07/2020 16:59,4026220000000.0,fraud_Schaefer Ltd,kids_pets,30.61,Debbie,Payne,F,204 Ashley Neck Apt. 169,Preston,CT,6365,41.5224,-71.9934,4720,Broadcast presenter,18/05/1977,38cb8a36f348927222977b1538eb6baa,1373734741,40.712916,-72.815238
240823,15/09/2020 23:35,3533740000000000.0,fraud_Jast Ltd,shopping_net,330.94,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,04/06/1997,18f0255986a8dfe10e766bfa8218de67,1379288156,33.414452,-79.40914
487286,16/12/2020 13:24,2229820000000000.0,fraud_Parker-Kunde,personal_care,1.97,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",17/02/1958,7ce9c89601f8f561aa7f9e26db02ddf7,1387200263,30.872666,-90.309037
370136,11/11/2020 23:10,346273000000000.0,"fraud_Moore, Williamson and Emmerich",home,166.23,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,22/10/1991,bc0a2ed150299843f73d247b1fea8462,1384211459,38.298693,-81.00764
236047,14/09/2020 13:51,4.31213e+18,"fraud_Walter, Hettinger and Kessler",personal_care,171.46,Julian,Price,M,086 Pierce Cove,Pikesville,MD,21208,39.3764,-76.729,33917,Company secretary,12/06/1977,70396d42aa10ca35e16629a11ca0274f,1379166683,38.464207,-77.650613
